<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.18	114.070	114.487	113.875	114.251	70711	0	0
2021.11.19	114.233	114.538	113.585	114.017	96466	0	0
2021.11.22	113.914	114.960	113.894	114.872	77173	0	0
2021.11.23	114.865	115.192	114.482	115.139	95162	0	0
2021.11.24	115.111	115.520	114.823	115.407	93788	0	0
2021.11.25	115.393	115.454	115.241	115.360	67429	0	0
2021.11.26	115.333	115.366	113.050	113.351	155971	0	0
2021.11.29	113.617	113.954	112.991	113.524	116122	0	0
2021.11.30	113.510	113.888	112.530	113.160	143922	0	0
2021.12.01	113.140	113.630	112.670	112.772	118149	0	0
2021.12.02	112.751	113.328	112.619	113.191	124184	0	0
2021.12.03	113.180	113.610	112.555	112.831	109055	0	0
2021.12.06	112.835	113.555	112.835	113.474	85548	0	0
2021.12.07	113.467	113.781	113.396	113.571	73502	0	0
2021.12.08	113.612	113.955	113.311	113.698	94295	0	0
2021.12.09	113.668	113.810	113.271	113.477	75620	0	0
2021.12.10	113.446	113.790	113.222	113.383	75337	0	0
2021.12.13	113.277	113.729	113.273	113.580	64804	0	0
2021.12.14	113.557	113.756	113.316	113.734	69496	0	0
2021.12.15	113.722	114.271	113.620	114.045	75859	0	0
2021.12.16	114.021	114.245	113.562	113.696	85829	0	0
2021.12.17	113.694	113.853	113.138	113.702	87630	0	0
2021.12.20	113.531	113.726	113.327	113.629	85299	0	0
2021.12.21	113.621	114.219	113.475	114.083	56066	0	0
2021.12.22	114.071	114.369	113.945	114.095	55862	0	0
2021.12.23	114.084	114.467	114.044	114.399	49864	0	0
2021.12.24	114.388	114.512	114.296	114.346	52747	0	0
2021.12.27	114.304	114.913	114.304	114.885	40601	0	0
2021.12.28	114.878	114.948	114.705	114.819	44969	0	0
2021.12.29	114.800	115.038	114.664	114.960	52660	0	0
2021.12.30	114.948	115.206	114.900	115.058	54106	0	0
2021.12.31	115.052	115.199	115.000	115.088	40879	0	0
2022.01.03	115.058	115.366	114.946	115.327	50038	0	0
2022.01.04	115.308	116.349	115.272	116.140	67158	0	0
2022.01.05	116.126	116.252	115.619	116.115	67328	0	0
2022.01.06	116.079	116.181	115.623	115.839	75721	0	0
2022.01.07	115.838	116.048	115.534	115.551	55875	0	0
2022.01.10	115.522	115.850	115.041	115.203	52334	0	0
2022.01.11	115.184	115.681	115.117	115.289	53866	0	0
2022.01.12	115.274	115.468	114.378	114.629	57708	0	0
2022.01.13	114.616	114.703	113.998	114.171	45847	0	0
2022.01.14	114.160	114.261	113.480	114.198	66547	0	0
2022.01.17	114.117	114.649	114.117	114.613	32782	0	0
2022.01.18	114.617	115.058	114.449	114.598	69868	0	0
2022.01.19	114.589	114.788	114.206	114.323	66375	0	0
2022.01.20	114.321	114.548	113.962	114.101	71771	0	0
2022.01.21	114.070	114.149	113.602	113.692	77596	0	0
2022.01.24	113.626	113.999	113.469	113.954	89735	0	0
2022.01.25	113.937	114.157	113.667	113.863	88567	0	0
2022.01.26	113.850	114.694	113.778	114.650	80608	0	0
2022.01.27	114.627	115.489	114.473	115.357	111682	0	0
2022.01.28	115.357	115.687	115.121	115.234	100108	0	0
2022.01.31	115.257	115.593	114.924	115.118	87023	0	0
2022.02.01	115.091	115.192	114.567	114.680	86867	0	0
2022.02.02	114.653	114.805	114.153	114.455	70790	0	0
2022.02.03	114.439	114.988	114.325	114.966	94273	0	0
2022.02.04	114.951	115.431	114.774	115.182	92086	0	0
2022.02.07	115.269	115.379	114.913	115.091	77342	0	0
2022.02.08	115.063	115.627	115.047	115.534	72928	0	0
2022.02.09	115.516	115.677	115.318	115.529	69498	0	0
2022.02.10	115.508	116.342	115.424	115.996	101646	0	0
2022.02.11	115.996	116.176	115.012	115.432	101096	0	0
2022.02.14	115.324	115.746	115.009	115.540	120417	0	0
2022.02.15	115.511	115.874	115.257	115.602	95839	0	0
2022.02.16	115.581	115.789	115.352	115.476	87351	0	0
2022.02.17	115.446	115.537	114.845	114.931	112096	0	0
2022.02.18	114.937	115.296	114.787	115.032	91387	0	0
2022.02.21	115.004	115.128	114.713	114.734	65522	0	0
2022.02.22	114.720	115.242	114.496	115.076	122277	0	0
2022.02.23	115.045	115.201	114.924	115.004	71611	0	0
2022.02.24	114.977	115.697	114.407	115.530	188408	0	0
2022.02.25	115.500	115.760	115.149	115.526	118792	0	0
2022.02.28	115.225	115.782	114.858	114.969	122131	0	0
2022.03.01	114.944	115.288	114.698	114.911	102357	0	0
2022.03.02	114.891	115.686	114.788	115.514	110266	0	0
2022.03.03	115.483	115.807	115.383	115.454	92364	0	0
2022.03.04	115.446	115.555	114.649	114.854	124470	0	0
2022.03.07	114.897	115.474	114.813	115.310	128872	0	0
2022.03.08	115.281	115.791	115.229	115.662	116387	0	0
2022.03.09	115.633	115.942	115.551	115.845	89363	0	0
2022.03.10	115.818	116.198	115.797	116.130	86198	0	0
2022.03.11	116.130	117.357	116.069	117.293	84831	0	0
2022.03.14	117.332	118.218	117.308	118.184	76067	0	0
2022.03.15	118.178	118.451	117.696	118.295	86290	0	0
2022.03.16	118.292	119.123	118.174	118.766	91850	0	0
2022.03.17	118.760	119.027	118.366	118.606	76049	0	0
2022.03.18	118.608	119.397	118.468	119.154	64271	0	0
2022.03.21	119.102	119.499	119.081	119.461	47015	0	0
2022.03.22	119.457	121.027	119.432	120.826	94532	0	0
2022.03.23	120.818	121.412	120.592	121.120	88912	0	0
2022.03.24	121.121	122.408	120.950	122.370	88423	0	0
2022.03.25	122.352	122.437	121.178	122.089	106135	0	0
2022.03.28	122.004	125.100	122.004	123.888	154034	0	0
2022.03.29	123.863	124.302	121.976	122.868	160187	0	0
2022.03.30	122.848	123.205	121.309	121.831	147865	0	0
2022.03.31	121.836	122.450	121.281	121.695	149684	0	0
2022.04.01	121.669	123.036	121.601	122.559	113126	0	0
2022.04.04	122.597	122.959	122.261	122.786	91256	0	0
2022.04.05	122.786	123.667	122.368	123.599	93715	0	0
2022.04.06	123.579	124.050	123.455	123.786	117873	0	0
2022.04.07	123.756	124.002	123.467	123.953	96344	0	0
2022.04.08	123.934	124.676	123.657	124.281	90119	0	0
2022.04.11	124.013	125.772	124.013	125.362	104552	0	0
2022.04.12	125.344	125.757	124.763	125.368	118435	0	0
2022.04.13	125.348	126.321	125.321	125.632	109601	0	0
2022.04.14	125.650	126.014	125.080	125.868	110837	0	0
2022.04.15	125.854	126.685	125.845	126.356	129642	0	0
2022.04.18	126.312	127.001	126.231	126.984	82994	0	0
2022.04.19	126.983	128.975	126.960	128.901	129373	0	0
2022.04.20	128.871	129.400	127.458	127.882	156197	0	0
2022.04.21	127.882	128.704	127.802	128.379	130470	0	0
2022.04.22	128.352	129.111	127.737	128.537	137478	0	0
2022.04.25	128.553	128.866	127.521	128.127	150115	0	0
2022.04.26	128.124	128.220	127.023	127.217	153378	0	0
2022.04.27	127.196	128.590	126.927	128.420	149835	0	0
2022.04.28	128.402	131.251	128.340	130.795	185309	0	0
2022.04.29	130.795	130.944	129.315	129.863	154962	0	0
2022.05.02	129.726	130.478	129.612	130.163	131246	0	0
2022.05.03	130.163	130.292	129.698	130.131	116740	0	0
2022.05.04	130.125	130.390	128.623	129.081	129563	0	0
2022.05.05	129.055	130.558	128.753	130.184	164219	0	0
2022.05.06	130.184	130.808	130.093	130.553	163300	0	0
2022.05.09	130.491	131.348	130.112	130.319	151730	0	0
2022.05.10	130.316	130.570	129.797	130.414	159942	0	0
2022.05.11	130.416	130.811	129.443	129.967	167000	0	0
2022.05.12	129.935	130.049	127.520	128.303	201610	0	0
2022.05.13	128.303	129.455	128.227	129.257	153360	0	0
2022.05.16	129.187	129.636	128.697	129.103	125218	0	0
2022.05.17	129.103	129.782	128.824	129.350	125108	0	0
2022.05.18	129.343	129.537	128.006	128.201	120992	0	0
2022.05.19	128.201	128.943	127.024	127.766	173554	0	0
2022.05.20	127.703	128.299	127.525	127.924	148365	0	0
2022.05.23	127.840	128.046	127.149	127.878	119990	0	0
2022.05.24	127.883	128.088	126.359	126.814	140297	0	0
2022.05.25	126.845	127.497	126.651	127.290	131052	0	0
2022.05.26	127.290	127.583	126.552	127.096	121599	0	0
2022.05.27	127.118	127.252	126.676	127.111	104728	0	0
2022.05.30	126.957	127.825	126.854	127.553	97802	0	0
2022.05.31	127.543	128.891	127.475	128.647	149452	0	0
2022.06.01	128.625	130.187	128.621	130.111	135394	0	0
2022.06.02	130.080	130.242	129.513	129.835	120742	0	0
2022.06.03	129.800	130.981	129.681	130.811	113352	0	0
2022.06.06	130.854	132.008	130.431	131.871	93606	0	0
2022.06.07	131.847	133.003	131.841	132.585	143923	0	0
2022.06.08	132.585	134.475	132.502	134.244	158565	0	0
2022.06.09	134.219	134.558	133.185	134.355	172588	0	0
2022.06.10	134.325	134.482	133.363	134.354	164186	0	0
2022.06.13	134.297	135.199	133.595	134.429	197305	0	0
2022.06.14	134.386	135.470	133.868	135.465	199167	0	0
2022.06.15	135.460	135.589	133.505	133.827	223732	0	0
2022.06.16	133.787	134.678	131.493	132.200	235605	0	0
2022.06.17	132.172	135.426	132.118	134.944	216842	0	0
2022.06.20	134.901	135.440	134.534	135.081	151923	0	0
2022.06.21	135.081	136.708	134.832	136.655	182452	0	0
2022.06.22	136.648	136.713	135.685	136.251	187688	0	0
2022.06.23	136.251	136.251	134.260	134.937	233426	0	0
2022.06.24	134.929	135.396	134.354	135.189	194534	0	0
2022.06.27	135.290	135.550	134.523	135.464	195380	0	0
2022.06.28	135.439	136.384	135.107	136.130	197193	0	0
2022.06.29	136.102	137.006	135.764	136.589	226118	0	0
2022.06.30	136.576	136.811	135.549	135.726	206162	0	0
2022.07.01	135.666	135.987	134.745	135.256	215298	0	0
2022.07.04	135.296	135.775	134.781	135.666	150308	0	0
2022.07.05	135.666	136.362	135.497	135.871	195497	0	0
2022.07.06	135.844	136.006	134.953	135.909	238552	0	0
2022.07.07	135.906	136.223	135.549	135.994	172802	0	0
2022.07.08	135.979	136.566	135.326	136.106	193802	0	0
2022.07.11	135.996	137.751	135.996	137.435	179805	0	0
2022.07.12	137.403	137.533	136.474	136.863	204021	0	0
2022.07.13	136.851	137.869	136.691	137.395	198867	0	0
2022.07.14	137.281	139.387	137.129	138.928	234816	0	0
2022.07.15	138.923	139.128	138.386	138.535	167211	0	0
2022.07.18	138.442	138.575	137.888	138.131	154698	0	0
2022.07.19	138.126	138.392	137.381	138.181	169190	0	0
2022.07.20	138.153	138.372	137.900	138.269	150916	0	0
2022.07.21	138.268	138.878	137.297	137.365	225115	0	0
2022.07.22	137.320	137.957	135.564	136.069	202082	0	0
2022.07.25	136.116	136.790	135.888	136.667	159266	0	0
2022.07.26	136.641	136.965	136.271	136.937	144299	0	0
2022.07.27	136.909	137.457	136.322	136.580	168085	0	0
2022.07.28	136.567	136.574	134.198	134.257	185316	0	0
2022.07.29	134.246	134.675	132.502	133.224	190391	0	0
2022.08.01	133.196	133.561	131.600	131.600	176718	0	0
2022.08.02	131.601	133.173	130.395	133.161	212091	0	0
2022.08.03	133.151	134.547	132.285	133.849	225831	0	0
2022.08.04	133.841	134.422	132.760	132.904	191208	0	0
2022.08.05	132.863	135.501	132.517	134.987	162386	0	0
2022.08.08	134.976	135.580	134.354	135.006	211981	0	0
2022.08.09	135.006	135.202	134.665	135.113	191542	0	0
2022.08.10	135.056	135.304	132.025	132.893	216931	0	0
2022.08.11	132.866	133.313	131.731	133.008	214534	0	0
2022.08.12	132.964	133.893	132.877	133.489	218910	0	0
2022.08.15	133.326	133.588	132.554	133.303	210405	0	0
2022.08.16	133.290	134.685	132.950	134.222	202701	0	0
2022.08.17	134.204	135.501	133.905	135.055	217863	0	0
2022.08.18	135.041	135.900	134.649	135.886	196869	0	0
2022.08.19	135.881	137.230	135.710	136.877	181515	0	0
2022.08.22	136.845	137.652	136.700	137.484	186006	0	0
2022.08.23	137.476	137.708	135.808	136.759	217686	0	0
2022.08.24	136.738	137.243	136.172	137.122	196514	0	0
2022.08.25	137.101	137.202	136.317	136.477	177968	0	0
2022.08.26	136.446	137.529	136.187	137.507	179578	0	0
2022.08.29	137.606	139.003	137.566	138.765	182029	0	0
2022.08.30	138.679	139.073	138.052	138.777	192303	0	0
2022.08.31	138.777	139.007	138.273	138.954	171119	0	0
2022.09.01	138.928	140.230	138.798	140.193	182830	0	0
2022.09.02	140.197	140.801	139.871	140.222	169399	0	0
2022.09.05	140.143	140.663	140.108	140.574	155390	0	0
2022.09.06	140.574	143.075	140.248	142.787	189454	0	0
2022.09.07	142.758	144.992	142.654	143.742	222821	0	0
2022.09.08	143.742	144.558	143.318	144.102	198022	0	0
2022.09.09	144.077	144.110	141.499	142.630	233681	0	0
2022.09.12	142.097	143.495	142.094	142.814	177712	0	0
2022.09.13	142.810	144.688	141.623	144.576	230148	0	0
2022.09.14	144.576	144.958	142.548	143.130	229044	0	0
2022.09.15	142.899	143.799	142.753	143.523	134721	0	0
2022.09.16	143.523	143.689	142.825	142.956	115755	0	0
2022.09.19	142.851	143.645	142.639	143.198	99953	0	0
2022.09.20	143.193	143.923	142.929	143.717	109874	0	0
2022.09.21	143.697	144.697	143.340	144.090	172650	0	0
2022.09.22	144.017	145.898	140.348	142.406	171056	0	0
2022.09.23	142.341	143.457	141.761	143.332	163473	0	0
2022.09.26	143.633	144.789	143.209	144.760	184447	0	0
2022.09.27	144.703	144.904	144.057	144.808	148415	0	0
2022.09.28	144.771	144.870	143.903	144.122	159389	0	0
2022.09.29	144.027	144.811	144.015	144.420	150925	0	0
2022.09.30	144.428	144.808	144.203	144.793	144457	0	0
2022.10.03	144.596	145.316	144.154	144.535	129372	0	0
2022.10.04	144.543	144.933	143.890	144.095	122181	0	0
2022.10.05	144.071	144.846	143.524	144.675	131179	0	0
2022.10.06	144.580	145.140	144.382	145.135	128829	0	0
2022.10.07	145.116	145.441	144.653	145.384	120006	0	0
2022.10.10	145.201	145.805	145.201	145.714	172896	0	0
2022.10.11	145.694	145.897	145.423	145.848	201778	0	0
2022.10.12	145.843	146.974	145.685	146.897	227884	0	0
2022.10.13	146.888	147.667	146.443	147.187	207391	0	0
2022.10.14	147.116	148.863	146.990	148.743	135534	0	0
2022.10.17	148.559	149.089	148.409	149.030	182699	0	0
2022.10.18	149.010	149.387	148.125	149.239	186359	0	0
2022.10.19	149.237	149.908	149.100	149.899	162663	0	0
2022.10.20	149.871	150.287	149.554	150.142	171815	0	1
2022.10.21	150.115	151.945	146.193	147.674	229859	0	0
2022.10.24	147.576	149.709	145.548	148.991	200591	0	0
2022.10.25	148.997	149.095	147.515	147.914	172219	0	0
2022.10.26	147.903	148.410	146.223	146.392	204477	0	0
2022.10.27	146.389	146.934	145.105	146.286	150645	0	0
2022.10.28	146.255	147.861	145.985	147.476	126799	0	0
2022.10.31	147.753	148.851	147.544	148.756	163475	0	0
2022.11.01	148.755	148.825	146.990	148.226	196619	0	0
2022.11.02	148.219	148.358	145.672	147.789	214995	0	0
2022.11.03	147.770	148.452	147.109	148.199	195817	0	0
2022.11.04	148.177	148.407	146.551	146.655	193560	0	0
2022.11.07	146.980	147.570	146.084	146.555	177498	0	0
2022.11.08	146.659	146.936	145.311	145.667	165984	0	0
2022.11.09	145.649	146.793	145.169	146.402	127342	0	0
2022.11.10	146.489	146.590	140.199	140.949	166579	0	0
2022.11.11	140.952	142.480	138.463	138.767	187973	0	0
2022.11.14	139.083	140.801	138.797	139.896	219527	0	0
2022.11.15	139.868	140.627	137.671	139.274	272914	0	0
2022.11.16	139.243	140.292	138.723	139.520	241293	0	0
2022.11.17	139.494	140.742	138.875	140.194	219412	0	0
2022.11.18	140.162	140.500	139.634	140.378	210385	0	0
2022.11.21	140.256	142.254	140.156	142.142	181650	0	0
2022.11.22	142.117	142.242	141.083	141.212	178404	0	0
2022.11.23	141.232	141.611	139.163	139.593	190394	0	0
2022.11.24	139.610	139.610	138.048	138.609	168375	0	0
2022.11.25	138.457	139.598	138.340	139.170	155275	0	0
2022.11.28	139.262	139.427	137.500	138.937	204259	0	0
2022.11.29	138.908	139.357	137.868	138.696	184773	0	0
2022.11.30	138.664	139.895	137.652	138.036	151109	0	0
2022.12.01	138.030	138.103	135.211	135.292	166013	0	0
2022.12.02	135.260	135.981	133.620	134.314	136456	0	0
2022.12.05	134.567	136.860	134.128	136.777	122860	0	0
2022.12.06	136.719	137.427	135.962	137.056	124803	0	0
2022.12.07	137.026	137.855	136.216	136.605	133414	0	0
2022.12.08	136.613	137.246	136.239	136.696	101149	0	0
2022.12.09	136.623	136.909	135.605	136.575	112667	0	0
2022.12.12	136.442	137.851	136.442	137.635	93554	0	0
2022.12.13	137.644	137.968	134.652	135.590	142585	0	0
2022.12.14	135.553	135.989	134.511	135.471	132599	0	0
2022.12.15	135.432	138.173	135.230	137.755	132422	0	0
2022.12.16	137.872	137.872	136.292	136.718	113762	0	0
2022.12.19	135.816	137.162	135.749	136.906	115764	0	0
2022.12.20	136.894	137.472	130.567	131.706	175960	0	0
2022.12.21	131.541	132.528	131.400	132.429	113171	0	0
2022.12.22	132.411	132.724	131.640	132.330	88012	0	0
2022.12.23	132.471	133.136	132.146	132.789	87816	0	0
2022.12.26	132.663	133.225	132.473	132.890	5162	0	9
2022.12.27	132.890	133.596	132.632	133.475	55738	0	0
2022.12.28	133.452	134.500	133.210	134.476	77382	0	0
2022.12.29	134.428	134.428	132.879	133.019	83126	0	0
2022.12.30	132.995	133.095	130.769	131.109	113707	0	0
2023.01.02	130.921	131.051	130.622	130.668	20257	0	0
2023.01.03	130.671	131.398	129.506	131.011	152420	0	0
2023.01.04	131.020	132.714	129.924	132.621	131499	0	0
2023.01.05	132.552	134.050	131.679	133.402	125780	0	0
2023.01.06	133.384	134.775	131.993	132.138	138695	0	0
2023.01.09	131.867	132.655	131.304	131.882	113984	0	0
2023.01.10	131.773	132.473	131.380	132.236	107866	0	0
2023.01.11	132.225	132.873	131.947	132.480	86868	0	0
2023.01.12	132.390	132.485	128.861	129.257	149985	0	0
2023.01.13	129.233	129.406	127.458	127.856	119862	0	0
2023.01.16	127.752	128.863	127.218	128.556	81628	0	0
2023.01.17	128.460	129.155	127.989	128.139	98235	0	0
2023.01.18	128.111	131.574	127.563	128.906	159648	0	0
2023.01.19	128.876	128.888	127.761	128.419	92617	0	0
2023.01.20	128.391	130.612	128.348	129.585	87770	0	0
2023.01.23	129.456	130.888	129.041	130.664	82264	0	0
2023.01.24	130.627	131.117	129.727	130.159	73080	0	0
2023.01.25	130.158	130.583	129.269	129.579	78617	0	0
2023.01.26	129.558	130.618	129.022	130.218	83821	0	0
2023.01.27	130.209	130.272	129.495	129.833	78989	0	0
2023.01.30	129.617	130.568	129.200	130.442	78934	0	0
2023.01.31	130.404	130.530	129.744	130.102	71915	0	0
2023.02.01	130.067	130.411	128.532	128.948	92612	0	0
2023.02.02	128.937	129.131	128.080	128.686	95237	0	0
2023.02.03	128.677	131.199	128.328	131.180	134673	0	0
2023.02.06	132.292	132.903	131.506	132.652	171759	0	0
2023.02.07	132.626	132.704	130.476	131.035	192667	0	0
2023.02.08	131.058	131.540	130.597	131.379	176842	0	0
2023.02.09	131.362	131.828	130.344	131.556	167519	0	0
2023.02.10	131.564	131.889	129.803	131.372	203494	0	0
2023.02.13	131.335	132.911	131.335	132.408	148331	0	0
2023.02.14	132.373	133.315	131.500	133.106	198562	0	0
2023.02.15	133.135	134.359	132.544	134.158	159000	0	0
2023.02.16	134.136	134.464	133.605	133.941	169541	0	0
2023.02.17	133.958	135.107	133.912	134.146	140682	0	0
2023.02.20	134.202	134.538	133.923	134.220	109359	0	0
2023.02.21	134.208	135.229	134.145	135.012	104135	0	0
2023.02.22	134.996	135.060	134.365	134.922	112255	0	0
2023.02.23	134.855	135.364	134.487	134.670	88566	0	0
2023.02.24	134.684	136.519	134.052	136.483	131958	0	0
2023.02.27	136.404	136.556	135.917	136.229	90157	0	0
2023.02.28	136.219	136.918	135.730	136.217	101800	0	0
2023.03.01	136.224	136.467	135.255	136.217	107065	0	0
2023.03.02	136.186	137.098	136.018	136.752	115085	0	0
2023.03.03	136.743	136.768	135.743	135.826	107765	0	0
2023.03.06	135.940	136.189	135.364	135.929	90770	0	0
2023.03.07	135.916	137.194	135.540	137.153	109601	0	0
2023.03.08	137.144	137.911	136.477	137.376	85274	0	0
2023.03.09	137.341	137.354	135.937	136.114	79908	0	0
2023.03.10	136.115	136.994	134.113	135.060	178967	0	0
2023.03.13	133.871	135.050	132.282	133.193	303671	0	0
2023.03.14	133.202	134.903	133.026	134.230	236533	0	0
2023.03.15	134.232	135.113	132.213	133.313	274237	0	0
2023.03.16	133.311	133.823	131.716	133.583	269980	0	0
2023.03.17	133.561	133.656	131.552	131.820	224821	0	0
2023.03.20	131.799	132.652	130.537	131.309	248258	0	0
2023.03.21	131.275	132.628	131.029	132.420	178326	0	0
2023.03.22	132.449	133.003	131.005	131.342	170661	0	0
2023.03.23	131.342	131.664	130.318	130.803	214174	0	0
2023.03.24	130.803	130.937	129.640	130.725	216139	0	0
2023.03.27	130.421	131.758	130.419	131.563	161610	0	0
2023.03.28	131.552	131.560	130.402	130.916	176952	0	0
2023.03.29	130.890	132.886	130.754	132.833	168233	0	0
2023.03.30	132.856	132.967	132.206	132.699	159198	0	0
2023.03.31	132.671	133.593	132.579	132.819	164965	0	0
2023.04.03	133.312	133.757	132.201	132.404	170844	0	0
2023.04.04	132.397	133.170	131.520	131.708	162148	0	0
2023.04.05	131.705	131.844	130.629	131.338	179357	0	0
2023.04.06	131.315	131.904	130.774	131.791	137465	0	0
2023.04.07	131.757	132.380	131.522	132.176	120718	0	0
2023.04.10	132.107	133.870	131.824	133.601	152822	0	0
2023.04.11	133.588	133.806	132.972	133.698	146078	0	0
2023.04.12	133.683	134.047	132.732	133.139	127017	0	0
2023.04.13	133.134	133.395	132.021	132.570	116557	0	0
2023.04.14	132.564	133.838	132.169	133.745	150876	0	0
2023.04.17	133.799	134.573	133.711	134.480	131082	0	0
2023.04.18	134.463	134.705	133.863	134.093	148032	0	0
2023.04.19	134.085	135.139	133.953	134.688	148306	0	0
2023.04.20	134.699	134.973	134.012	134.235	161532	0	0
2023.04.21	134.234	134.490	133.547	134.125	145006	0	0
2023.04.24	133.970	134.731	133.891	134.261	128940	0	0
2023.04.25	134.241	134.476	133.366	133.711	154336	0	0
2023.04.26	133.696	133.944	133.014	133.675	178356	0	0
2023.04.27	133.642	134.194	133.212	133.987	154984	0	0
2023.04.28	133.977	136.562	133.333	136.278	177580	0	0
2023.05.01	136.112	137.540	136.112	137.457	130649	0	0
2023.05.02	137.455	137.775	136.312	136.575	178692	0	0
2023.05.03	136.545	136.616	134.825	134.831	169896	0	0
2023.05.04	134.742	134.878	133.497	134.260	202775	0	0
2023.05.05	134.266	135.126	133.883	134.832	138953	0	0
2023.05.08	134.802	135.296	134.640	135.106	143343	0	0
2023.05.09	135.108	135.362	134.721	135.229	165033	0	0
2023.05.10	135.223	135.471	134.111	134.377	188382	0	0
2023.05.11	134.356	134.844	133.743	134.561	191730	0	0
2023.05.12	134.547	135.752	134.400	135.723	160888	0	0
2023.05.15	135.628	136.324	135.619	136.106	145990	0	0
2023.05.16	136.091	136.682	135.670	136.396	143777	0	0
2023.05.17	136.367	137.707	136.302	137.610	147834	0	0
2023.05.18	137.693	138.745	137.286	138.703	144058	0	0
2023.05.19	138.694	138.722	137.424	137.964	120795	0	0
2023.05.22	137.986	138.688	137.491	138.584	111922	0	0
2023.05.23	138.579	138.910	138.242	138.586	129451	0	0
2023.05.24	138.564	139.471	138.229	139.452	135029	0	0
2023.05.25	139.461	140.227	138.811	140.042	138233	0	0
2023.05.26	140.028	140.723	139.494	140.592	120564	0	0
2023.05.29	140.567	140.916	140.111	140.438	59246	0	0
2023.05.30	140.431	140.930	139.568	139.775	103488	0	0
2023.05.31	139.773	140.411	139.233	139.307	115417	0	0
2023.06.01	139.328	139.950	138.433	138.806	104278	0	0
2023.06.02	138.780	140.068	138.604	139.964	93726	0	0
2023.06.05	139.947	140.453	139.250	139.563	94061	0	0
2023.06.06	139.569	139.992	139.095	139.661	84519	0	0
2023.06.07	139.620	140.244	139.022	140.181	93750	0	0
2023.06.08	140.160	140.220	138.807	138.920	99346	0	0
2023.06.09	138.911	139.724	138.758	139.373	80693	0	0
2023.06.12	139.262	139.766	139.062	139.599	91845	0	0
2023.06.13	139.596	140.309	139.010	140.229	95152	0	0
2023.06.14	140.211	140.273	139.282	140.110	110392	0	0
2023.06.15	140.068	141.505	139.938	140.280	117113	0	0
2023.06.16	140.259	141.910	139.851	141.882	120695	0	0
2023.06.19	141.662	142.001	141.440	141.987	71110	0	0
2023.06.20	141.978	142.249	141.213	141.441	117522	0	0
2023.06.21	141.457	142.371	141.280	141.877	111482	0	0
2023.06.22	141.751	143.227	141.609	143.109	96942	0	0
2023.06.23	143.085	143.870	142.678	143.696	116073	0	0
2023.06.26	143.476	143.712	142.938	143.502	113679	0	0
2023.06.27	143.500	144.175	143.282	144.062	131583	0	0
2023.06.28	144.062	144.617	143.729	144.481	141109	0	0
2023.06.29	144.478	144.898	144.130	144.733	145059	0	0
2023.06.30	144.733	145.069	144.200	144.297	129797	0	0
2023.07.03	144.351	144.911	143.981	144.637	95791	0	0
2023.07.04	144.643	144.699	144.204	144.442	52516	0	0
2023.07.05	144.445	144.733	144.078	144.643	92065	0	0
2023.07.06	144.643	144.652	143.553	144.055	130745	0	0
2023.07.07	144.059	144.196	142.068	142.088	129073	0	0
2023.07.10	142.121	143.005	141.275	141.299	106576	0	0
2023.07.11	141.299	141.457	140.159	140.353	107921	0	0
2023.07.12	140.357	140.375	138.153	138.491	142118	0	0
2023.07.13	138.483	138.956	137.921	138.038	123616	0	0
2023.07.14	138.028	139.155	137.233	138.810	124212	0	0
2023.07.17	138.690	139.405	137.994	138.703	96781	0	0
2023.07.18	138.705	139.132	137.682	138.822	130884	0	0
2023.07.19	138.824	139.992	138.749	139.634	115115	0	0
2023.07.20	139.541	140.497	139.107	140.065	112627	0	0
2023.07.21	140.068	141.952	139.747	141.778	117706	0	0
2023.07.24	141.631	141.810	140.739	141.468	104391	0	0
2023.07.25	141.466	141.743	140.849	140.899	96925	0	0
2023.07.26	141.008	141.182	139.921	140.235	111703	0	0
2023.07.27	140.169	141.320	138.765	139.491	162220	0	0
2023.07.28	139.455	141.177	138.060	141.158	245503	0	0
2023.07.31	140.945	142.688	140.688	142.276	120359	0	0
2023.08.01	142.287	143.542	142.204	143.320	104650	0	0
2023.08.02	143.317	143.475	142.229	143.321	128932	0	0
2023.08.03	143.323	143.888	142.064	142.560	167085	0	0
2023.08.04	142.535	142.895	141.549	141.702	128832	0	0
2023.08.07	141.634	142.583	141.510	142.478	91142	0	0
2023.08.08	142.489	143.490	142.397	143.364	116275	0	0
2023.08.09	143.358	143.748	142.996	143.713	89021	0	0
2023.08.10	143.714	144.814	143.280	144.735	121041	0	0
2023.08.11	144.735	144.999	144.416	144.942	87404	0	0
2023.08.14	144.899	145.577	144.651	145.540	92746	0	0
2023.08.15	145.544	145.864	145.101	145.561	113212	0	0
2023.08.16	145.556	146.406	145.307	146.342	89853	0	0
2023.08.17	146.333	146.561	145.621	145.824	107104	0	0
2023.08.18	145.820	145.862	144.927	145.373	106951	0	0
2023.08.21	145.303	146.404	145.140	146.210	87127	0	0
2023.08.22	146.207	146.400	145.497	145.880	88295	0	0
2023.08.23	145.880	145.882	144.538	144.822	106448	0	0
2023.08.24	144.813	145.961	144.602	145.814	88939	0	1
2023.08.25	145.814	146.635	145.716	146.395	111055	0	1
2023.08.28	146.430	146.745	146.273	146.529	68954	0	1
2023.08.29	146.526	147.375	145.667	145.868	106677	0	1
